"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","threshold"
"CLASP1",9.06831016202537e-15,0.357814267410515,0.488,0.382,4.44193036666489e-10,"ns"
"FBXL7",1.03807459327767e-14,0.221160094835755,0.865,0.776,5.08480078025201e-10,"ns"
"LINC00513",1.10971863805531e-14,-9.03284735121969,0,0.026,5.43573480478633e-10,"down"
"TMEM94",1.10971863805531e-14,-9.15817851417444,0,0.026,5.43573480478633e-10,"down"
"SLC7A2",1.14906034875306e-14,0.630310176500831,0.202,0.127,5.62844230629709e-10,"ns"
"CDH10",1.43956289152348e-14,0.395055438412949,0.372,0.272,7.05141091154948e-10,"ns"
"ZDHHC21",1.52143247366622e-14,0.47012433137412,0.29,0.201,7.45243268575923e-10,"ns"
"TAFA5",1.52984963207673e-14,-9.1138950776414,0,0.026,7.49366245280146e-10,"down"
"ARMH4",1.52984968809868e-14,-9.07269874640482,0,0.026,7.49366272721375e-10,"down"
"KANK1",1.61593621111122e-14,0.319794108600732,0.555,0.446,7.91534034288609e-10,"ns"
"SH3RF1",2.05203531085055e-14,0.438553952257781,0.341,0.247,1.00514845631393e-09,"ns"
"AC106845.1",2.10892391384675e-14,-9.09968558940811,0,0.026,1.03301420071955e-09,"down"
"PWWP3A",2.10892391384675e-14,-9.0477178489314,0,0.026,1.03301420071955e-09,"down"
"BEX3",2.10892399106081e-14,-9.11136904764657,0,0.026,1.03301423854132e-09,"down"
"KCNN3",2.13218012229287e-14,0.377882437330979,0.331,0.233,1.04440578930272e-09,"ns"
"MIF",2.19950965214644e-14,-4.97816374116432,0.001,0.028,1.07738581291089e-09,"down"
"UBA6-AS1",2.37678381749141e-14,0.552295322500327,0.294,0.211,1.16422001732182e-09,"ns"
"HPSE2",2.421172964314e-14,0.254732092964907,0.76,0.688,1.18596315310993e-09,"ns"
"FAM155A",2.8021264088283e-14,0.217197507932297,0.884,0.805,1.37256557883637e-09,"ns"
"PML",2.83610512363089e-14,-1.49168240624399,0.032,0.082,1.38920937270812e-09,"down"
"CH17-472G23.4",2.87983203432466e-14,0.929872748892389,0.119,0.063,1.41062812537325e-09,"ns"
"NR2F1-AS1",3.08379294481824e-14,0.447962199585654,0.347,0.254,1.51053429816032e-09,"ns"
"ADM",3.2223045281865e-14,-2.56952328736269,0.006,0.039,1.5783814270416e-09,"down"
"KLF12",3.94807325726006e-14,0.274257525225902,0.466,0.354,1.9338847236037e-09,"ns"
"AEBP1",3.96512500467605e-14,-1.46725241834362,0.057,0.114,1.94223718104047e-09,"down"
"WASHC1",4.00696868198144e-14,-9.07315864201247,0,0.025,1.96273346949497e-09,"down"
"HDHD3",5.10978265303631e-14,-1.05547855067044,0.047,0.103,2.50292483693678e-09,"down"
"ARL6IP1",5.17527452876101e-14,-4.14009230674608,0.003,0.031,2.535004722423e-09,"down"
"SUMF1",5.38779476479668e-14,0.445595427094858,0.341,0.249,2.63910350964036e-09,"ns"
"SOX6",5.42359382084066e-14,0.25804731110293,0.597,0.472,2.65663896126238e-09,"ns"
"SIRPB3P",5.51333520605267e-14,0.791014494668521,0.122,0.066,2.70059698398078e-09,"ns"
"GATD1",5.52280718615012e-14,-8.96687265742693,0,0.025,2.70523664399191e-09,"down"
"FTH1",5.61309589817028e-14,0.451359493863268,0.521,0.416,2.74946276380075e-09,"ns"
"RFWD2",5.7014742329446e-14,0.603862167005905,0.272,0.193,2.79275312352325e-09,"ns"
"DNM3",5.96971164725082e-14,0.292757191221412,0.631,0.539,2.92414385617287e-09,"ns"
"ATP5F1B",7.61170687335339e-14,-8.83755314666873,0,0.024,3.72844237777469e-09,"down"
"LARGE1",7.61170701260726e-14,-8.97794300350396,0,0.024,3.72844244598541e-09,"down"
"TMBIM1",7.68922340204989e-14,-0.953345613124177,0.071,0.134,3.7664122990261e-09,"ns"
"NFAT5",7.87199043451888e-14,0.324299807669024,0.556,0.458,3.85593707454038e-09,"ns"
"TCF25",8.72396217289904e-14,-0.778359313076922,0.136,0.213,4.27325839115114e-09,"ns"
"TSC22D2",9.50363907669054e-14,0.431775573531491,0.341,0.251,4.65516752893533e-09,"ns"
"RP11-373N22.3",9.94480936504059e-14,0.586443092135644,0.218,0.142,4.87126597127783e-09,"ns"
"DOP1A",1.04901828265982e-13,-8.90386347623814,0,0.024,5.1384062539526e-09,"down"
"CERS1",1.04901832103693e-13,-8.99322961346755,0,0.024,5.13840644193521e-09,"down"
"MRTFA",1.04901835941405e-13,-8.86650058874487,0,0.024,5.13840662991783e-09,"down"
"FBXL17",1.23838254889937e-13,0.303425737170471,0.512,0.41,6.06596923927379e-09,"ns"
"RP11-33B1.1",1.23847269979125e-13,0.598551846804148,0.24,0.164,6.06641082538746e-09,"ns"
"MINK1",1.44401259746386e-13,-0.870215196638964,0.161,0.237,7.07320690615723e-09,"ns"
"AC083837.1",1.44565113007542e-13,-9.5620725475212,0,0.024,7.08123293044844e-09,"down"
"ARMH1",1.44565118295507e-13,-9.15463852378885,0,0.024,7.08123318946880e-09,"down"
"AC118549.1",1.44565118295507e-13,-8.95330922872237,0,0.024,7.08123318946880e-09,"down"
"TAFA1",1.44565120939489e-13,-9.10241955284467,0,0.024,7.08123331897898e-09,"down"
"AL356737.2",1.44565120939489e-13,-8.98571889914476,0,0.024,7.08123331897898e-09,"down"
"OSBPL11",1.46037246815938e-13,0.597260879462667,0.185,0.116,7.15334246078507e-09,"ns"
"RP11-750B16.1",1.50785736683523e-13,-5.72460794063884,0,0.025,7.38593773996899e-09,"down"
"PTPRZ1",1.60635862215044e-13,-0.364474028821872,0.722,0.725,7.86842643887951e-09,"ns"
"KDM4C",1.70234194020849e-13,-2.95590681117668,0.015,0.053,8.33858152572322e-09,"down"
"TNRC6B",1.71480487649607e-13,0.275409168073347,0.577,0.473,8.3996287265407e-09,"ns"
"AC079352.1",1.99215867556474e-13,-9.12345521972887,0,0.024,9.75819084051877e-09,"down"
"INPP4B",2.06606003755785e-13,0.382280255195508,0.341,0.248,1.01201818819696e-08,"ns"
"NOVA1",2.08377671962231e-13,0.315103978542181,0.363,0.265,1.02069635057259e-08,"ns"
"C1orf61",2.35201244139395e-13,-0.311300300925225,0.69,0.737,1.152086254168e-08,"ns"
"SULF1",2.52155588718899e-13,-1.77189935299304,0.018,0.058,1.23513372022179e-08,"down"
"XIRP2",2.59722415176726e-13,-1.42538616064265,0.024,0.067,1.27219830626016e-08,"down"
"CLIC4",2.7292637919855e-13,-1.01571817895603,0.075,0.137,1.33687528322826e-08,"down"
"ACBD6",2.74514264751353e-13,-8.85236232765592,0,0.023,1.34465322303155e-08,"down"
"AC009120.2",2.74514264751353e-13,-8.99119080837021,0,0.023,1.34465322303155e-08,"down"
"CRB1",3.55293420420005e-13,0.258410721863181,0.529,0.416,1.74033376124331e-08,"ns"
"RP11-421L21.3",3.60489589538407e-13,0.836155470769913,0.132,0.075,1.76578615643598e-08,"ns"
"SASH1",3.63647542963318e-13,0.247401312690703,0.643,0.543,1.78125475969722e-08,"ns"
"RHOT2",3.7825711667239e-13,-9.02325061668994,0,0.023,1.85281683459637e-08,"down"
"ADGRB1",3.78257137417823e-13,-8.96050178818641,0,0.023,1.85281693621372e-08,"down"
"AC091078.1",3.78257137417823e-13,-9.03594486683169,0,0.023,1.85281693621372e-08,"down"
"ZBTB20",3.89643901896612e-13,0.158142760211507,0.929,0.878,1.90859272466018e-08,"ns"
"FOXO1",4.3346329839963e-13,0.308985224212773,0.478,0.383,2.12323327455091e-08,"ns"
"SPART",5.21184119925358e-13,-8.87133246977242,0,0.023,2.55291617463038e-08,"down"
"TIA1",5.21184129452203e-13,-8.8733569262697,0,0.023,2.55291622129573e-08,"down"
"KREMEN1",5.21184129452203e-13,-8.91168520295309,0,0.023,2.55291622129573e-08,"down"
"POLR2J3",5.21184138979042e-13,-8.84952380897363,0,0.023,2.55291626796104e-08,"down"
"ATP5MD",5.21184148505884e-13,-8.9622507204752,0,0.023,2.55291631462637e-08,"down"
"TOB2",5.25391353672957e-13,0.491227431280645,0.207,0.134,2.57352446769624e-08,"ns"
"CTC-498M16.4",5.84573451314481e-13,0.432830544611497,0.327,0.243,2.86341613657372e-08,"ns"
"CDC37",6.33667775438153e-13,-0.890850471335358,0.112,0.18,3.10389486442871e-08,"ns"
"SPECC1L",6.71466803769285e-13,-3.47719676636616,0.004,0.031,3.28904584490309e-08,"down"
"HERC2P3",6.85054541904493e-13,1.49591084430227,0.065,0.027,3.35560266261078e-08,"up"
"DISP3",7.18088147913356e-13,-8.91471745394486,0,0.023,3.51741117492399e-08,"down"
"AC104596.1",7.18088147913356e-13,-8.97065769597264,0,0.023,3.51741117492399e-08,"down"
"AC079781.5",7.18088147913356e-13,-8.75835093689178,0,0.023,3.51741117492399e-08,"down"
"KMT5B",7.18088147913356e-13,-9.0190081115717,0,0.023,3.51741117492399e-08,"down"
"FAT3",7.24788424415119e-13,0.311069802732988,0.507,0.408,3.55023113931258e-08,"ns"
"GNA14",8.28757478470525e-13,-0.847938197981915,0.402,0.446,4.05950275679217e-08,"ns"
"MYBPC1",9.04702254113166e-13,0.93594136607356,0.125,0.071,4.43150305132252e-08,"ns"
"RPS6KA2",9.57972558795609e-13,0.276420799056169,0.616,0.519,4.69243698474853e-08,"ns"
"AC019257.1",9.89344509603668e-13,-8.87826924322233,0,0.022,4.84610621139165e-08,"down"
"ATP5MPL",9.89344509603668e-13,-8.92274799679572,0,0.022,4.84610621139165e-08,"down"
"CDKN1A",1.00150891215791e-12,-3.743608883724,0.001,0.026,4.90569110442311e-08,"down"
"AC004980.7",1.07716427712904e-12,0.498648469931792,0.292,0.213,5.27627377866118e-08,"ns"
"CYP1D1P",1.28650685075235e-12,-3.14609831131797,0.004,0.03,6.30169650704024e-08,"down"
"NPDC1",1.30404341215316e-12,-2.93126666008275,0.008,0.039,6.38759584574983e-08,"down"
"LINC00856",1.32018296292277e-12,0.586074979435342,0.202,0.134,6.46665220728459e-08,"ns"
"ARMH3",1.36301674343339e-12,-8.71585589997427,0,0.022,6.67646491435976e-08,"down"
"OAZ1",1.36301691777495e-12,-8.86908293689717,0,0.022,6.67646576833702e-08,"down"
"AC025159.1",1.36301691777495e-12,-8.88434071596976,0,0.022,6.67646576833702e-08,"down"
"PAPD4",1.50527168065897e-12,0.490098901823236,0.273,0.197,7.37327227337182e-08,"ns"
"EYA1",1.67304893808983e-12,0.380738466930787,0.3,0.215,8.1950956134454e-08,"ns"
"AF279873.3",1.87775776674507e-12,-9.06436431795737,0,0.022,9.19782086884739e-08,"down"
"DDX39B",1.87775780105296e-12,-8.95451013327429,0,0.022,9.19782103689773e-08,"down"
"TASOR2",1.8777578696687e-12,-8.72688122542831,0,0.022,9.19782137299819e-08,"down"
"SLC9A3-AS1",1.87775790397658e-12,-8.84162304369105,0,0.022,9.19782154104848e-08,"down"
"NUP58",1.87775790397658e-12,-8.82356719732084,0,0.022,9.19782154104848e-08,"down"
"MT2P1",1.96530232183169e-12,0.640396501450666,0.292,0.219,9.62664036302816e-08,"ns"
"MTSS1L",2.02147468840166e-12,0.253911497871757,0.421,0.321,9.90178946619787e-08,"ns"
"CCDC144A",2.58680302735412e-12,-8.61900944921098,0,0.022,1.26709372688887e-07,"down"
"RACK1",2.58680302735412e-12,-8.56273011166304,0,0.022,1.26709372688887e-07,"down"
"CLU",3.27118124838921e-12,-0.315983626055115,0.849,0.868,1.60232271089848e-07,"ns"
"FMNL2",3.28955978170688e-12,0.182091366338295,0.775,0.682,1.61132506787348e-07,"ns"
"KANSL1",3.47599994607972e-12,0.320868490550962,0.434,0.343,1.70264905358823e-07,"ns"
"TSPOAP1",3.56347183611773e-12,-8.88720217344261,0,0.021,1.74549540948555e-07,"down"
"AC079142.1",3.56347183611773e-12,-9.0438852963835,0,0.021,1.74549540948555e-07,"down"
"DIPK1A",3.56347190121158e-12,-8.84183871514832,0,0.021,1.74549544137047e-07,"down"
"AL512422.1",3.56347203139932e-12,-8.91014028040482,0,0.021,1.74549550514033e-07,"down"
"VWA8",4.23397975827006e-12,0.323068474932501,0.369,0.283,2.07393030499342e-07,"ns"
"RHOT1",4.35235011148057e-12,0.500808248093344,0.255,0.18,2.13191165510653e-07,"ns"
"AC074391.1",4.44319955216272e-12,0.34440877397216,0.358,0.27,2.17641243663587e-07,"ns"
"UTP23",4.52223425126884e-12,0.937349320352151,0.091,0.046,2.21512600329902e-07,"ns"
"LDLR",4.61618438935145e-12,-1.01721346729193,0.088,0.148,2.26114559943602e-07,"down"
"ZNF148",4.65660585893042e-12,0.439987262406263,0.282,0.203,2.28094524787989e-07,"ns"
"AQP4",4.83991098175346e-12,0.318270729276145,0.594,0.505,2.3707335961923e-07,"ns"
"CYBC1",4.90874365623908e-12,-8.85849658214294,0,0.021,2.40444990513559e-07,"down"
"UBE2W",4.90874374589874e-12,-8.83429247839233,0,0.021,2.40444994905358e-07,"down"
"BICRAL",4.90874374589874e-12,-8.65837897244876,0,0.021,2.40444994905358e-07,"down"
"RELCH",4.90874374589874e-12,-8.64876577696346,0,0.021,2.40444994905358e-07,"down"
"ATF7",4.91067084395967e-12,-4.77138521795596,0.002,0.026,2.40539389949676e-07,"down"
"CYP51A1",4.99361921610719e-12,-3.82430433124844,0.005,0.032,2.44602450062579e-07,"down"
"CTD-2007H13.3",5.53586169806445e-12,0.661341262164631,0.181,0.118,2.71163113556291e-07,"ns"
"MBD5",6.42338191604145e-12,0.258503316260321,0.597,0.497,3.14636516393458e-07,"ns"
"RPS15",6.50804228978707e-12,-0.634821947072664,0.157,0.232,3.1878343548064e-07,"ns"
"PPIA",6.67415720575399e-12,-0.732689928864973,0.148,0.218,3.26920242409448e-07,"ns"
"ADCY2",6.75237373545722e-12,0.208195688125112,0.717,0.629,3.30751522683901e-07,"ns"
"SPRY4-AS1",6.76168935447923e-12,-8.61471406837423,0,0.021,3.31207829650456e-07,"down"
"AC008014.1",6.76168972496036e-12,-8.86934387876934,0,0.021,3.31207847797733e-07,"down"
"BMERB1",6.76168972496036e-12,-8.8399961865432,0,0.021,3.31207847797733e-07,"down"
"AL050309.1",6.7616898484541e-12,-8.73855880257227,0,0.021,3.31207853846827e-07,"down"
"RPS20P10",7.66836995990082e-12,1.65440695344893,0.036,0.01,3.75619765745822e-07,"up"
"RELL1",7.80334553787746e-12,-1.09169097608389,0.06,0.113,3.82231274481852e-07,"down"
"RP11-776H12.1",8.10574371384799e-12,0.459996329209173,0.319,0.24,3.97043644335416e-07,"ns"
"RP11-517I3.2",8.75353985202027e-12,0.58415952820518,0.222,0.153,4.28774642571509e-07,"ns"
"WASHC4",9.31384206185657e-12,-8.73575006065456,0,0.02,4.5621992571592e-07,"down"
"NCOA2",9.38504438053111e-12,0.319512573875621,0.407,0.321,4.59707628891556e-07,"ns"
"RP11-284M14.1",1.04022453187379e-11,0.489522216064505,0.267,0.192,5.09533182447739e-07,"ns"
"LGI1",1.12369093953285e-11,0.296904921433066,0.387,0.292,5.50417532911374e-07,"ns"
"DPH6-DT",1.2828982402788e-11,-8.84283454927303,0,0.02,6.28402045035765e-07,"down"
"EIF4G1",1.28289826370577e-11,-8.62940385346622,0,0.02,6.28402056510996e-07,"down"
"YBX3",1.34535804356873e-11,-1.09533655753782,0.051,0.101,6.58996730481269e-07,"down"
"ATP5EP2",1.37712728879399e-11,0.627752225071353,0.16,0.1,6.7455825986996e-07,"ns"
"ASPH",1.54419187041299e-11,0.245867235638556,0.589,0.497,7.56391503884392e-07,"ns"
"PRKD1",1.54881082444271e-11,0.27830391987933,0.562,0.465,7.58654006136773e-07,"ns"
"PLD5",1.5494736796966e-11,-0.754646421551882,0.154,0.223,7.58978692525784e-07,"ns"
"PAGR1",1.7670390511117e-11,-8.64325930761605,0,0.02,8.65548738406044e-07,"down"
"TUBB3",1.76703908337743e-11,-8.77848551645927,0,0.02,8.65548754210768e-07,"down"
"AP2M1",1.76703914790889e-11,-8.54157674874866,0,0.02,8.65548785820211e-07,"down"
"AC005261.1",1.76703914790889e-11,-8.7564354659209,0,0.02,8.65548785820211e-07,"down"
"PDE8B",1.7876392259115e-11,-0.984670764440709,0.095,0.155,8.7563932202823e-07,"ns"
"GPC6",1.82609016729827e-11,-0.440835760763765,0.191,0.268,8.94473746647714e-07,"ns"
"KITLG",1.87175074380221e-11,1.91896910895095,0.038,0.012,9.16839666836637e-07,"up"
"UBE2Q2P2",1.91075871867006e-11,0.939554255326019,0.108,0.06,9.35946943166153e-07,"ns"
"RFX3",1.92413161809742e-11,0.301974422287431,0.504,0.41,9.42497390492661e-07,"ns"
"MT-CO1",1.95136961325188e-11,-0.703488288270106,0.452,0.502,9.5583937765917e-07,"ns"
"TXLNGY",2.23751408617872e-11,0.985748402813291,0.069,0.032,1.09600152483292e-06,"ns"
"PRXL2A",2.4338383377375e-11,-8.45420492231217,0,0.02,1.19216703297396e-06,"down"
"AC005225.2",2.4338383377375e-11,-8.65388180612537,0,0.02,1.19216703297396e-06,"down"
"SEPTIN9",2.43383838217625e-11,-8.66253075011024,0,0.02,1.19216705474139e-06,"down"
"TRMT9B",2.43383842661501e-11,-8.6808930073267,0,0.02,1.19216707650883e-06,"down"
"NPTN",2.4751829201517e-11,0.465510899798787,0.171,0.109,1.21241884977791e-06,"ns"
"KANSL1L",2.64546291583603e-11,0.439172919600314,0.294,0.221,1.29582710006396e-06,"ns"
"DUSP1",2.74741905447638e-11,1.21421541581577,0.052,0.02,1.34576827545417e-06,"up"
"PDLIM5",2.82961723322379e-11,0.307923435645937,0.407,0.321,1.38603140935001e-06,"ns"
"DENND1A",2.83483975658269e-11,0.244109336738149,0.49,0.396,1.3885895579669e-06,"ns"
"EYA2",2.9947174868451e-11,0.28024158008036,0.366,0.28,1.46690246658133e-06,"ns"
"ATP1B3",3.01344617824055e-11,0.521522103329506,0.146,0.09,1.47607634148757e-06,"ns"
"ARRB1",3.06633057379076e-11,0.389158971289307,0.195,0.129,1.50198070495993e-06,"ns"
"KDM5D",3.11900559503354e-11,1.01212698808515,0.064,0.028,1.52778251061528e-06,"up"
"SEPT7",3.15145513245385e-11,0.201286726873135,0.569,0.456,1.54367726752987e-06,"ns"
"BST2",3.1950952962947e-11,-1.19267351624751,0.026,0.066,1.56505352898403e-06,"down"
"LINC01420",3.26263149001229e-11,0.799649468225842,0.123,0.072,1.59813478275272e-06,"ns"
"RP11-166D19.1",3.30965986859894e-11,0.263447602331162,0.418,0.324,1.62117069343582e-06,"ns"
"VSIR",3.35220007638583e-11,-8.57530867993037,0,0.019,1.64200816341607e-06,"down"
"AC023095.1",3.35220019879336e-11,-8.74798631672984,0,0.019,1.64200822337495e-06,"down"
"SLF2",3.35220025999711e-11,-8.58867157544878,0,0.019,1.64200825335438e-06,"down"
"BTBD9",3.45377890115406e-11,0.304348074945636,0.463,0.375,1.69176451915229e-06,"ns"
"RP11-778J15.1",3.58709710649456e-11,0.81803476923566,0.144,0.09,1.75706777567423e-06,"ns"
"DGKB",3.67772441106077e-11,0.385731274405739,0.247,0.173,1.8014597482699e-06,"ns"
"RP3-399L15.3",3.90150314860169e-11,0.711023769963631,0.143,0.088,1.91107328727957e-06,"ns"
"TFRC",3.96812108343097e-11,1.27865163196716,0.22,0.162,1.94370475029699e-06,"up"
"DMD",4.1760568780449e-11,0.297139972430956,0.479,0.396,2.04555794057273e-06,"ns"
"CH17-189H20.1",4.36138133309432e-11,0.653871828693708,0.192,0.131,2.13633541838959e-06,"ns"
"CASTOR3",4.61702136849604e-11,-8.61432887064931,0,0.019,2.26155557693042e-06,"down"
"NSD2",4.61702145278899e-11,-8.54669849846794,0,0.019,2.26155561821963e-06,"down"
"AZIN1-AS1",4.61702145278899e-11,-8.62464686114949,0,0.019,2.26155561821963e-06,"down"
"MOSMO",4.61702145278899e-11,-8.55617101402362,0,0.019,2.26155561821963e-06,"down"
"PTPN4",4.79071746289592e-11,0.381223662522773,0.302,0.222,2.34663713485031e-06,"ns"
"COX5B",5.18699757687201e-11,-0.773786707305723,0.115,0.178,2.54074702307922e-06,"ns"
"FRMPD3",5.30006534338395e-11,-1.45923560386889,0.018,0.053,2.59613100714976e-06,"down"
"RP11-3B12.2",5.50665623907386e-11,0.917526204503383,0.158,0.103,2.69732542558555e-06,"ns"
"LHX4-AS1",5.83043616386608e-11,0.656326346908398,0.205,0.143,2.85592254614652e-06,"ns"
"PPM1K",6.0290860983833e-11,0.423766095546571,0.23,0.16,2.95322724357109e-06,"ns"
"PI4KAP1",6.049389170371e-11,1.85546618278207,0.032,0.009,2.96317229732283e-06,"up"
"AC125613.1",6.35899736629618e-11,-8.72334109331468,0,0.019,3.11482767993286e-06,"down"
"ATP5MF",6.35899759848072e-11,-8.39796890320681,0,0.019,3.11482779366381e-06,"down"
"RPL17",6.35899771457292e-11,-8.4924409840961,0,0.019,3.11482785052925e-06,"down"
"RP11-553L6.5",6.87532902928976e-11,0.641198144672084,0.215,0.153,3.367742418417e-06,"ns"
"BHLHE40",6.96402436314551e-11,-1.02411059696945,0.066,0.118,3.41118805379957e-06,"down"
"ADD3",7.09340673127606e-11,0.223514193958418,0.609,0.51,3.47456341918095e-06,"ns"
"RFX2",7.52380537288348e-11,0.403733915168673,0.269,0.197,3.68538558579951e-06,"ns"
"HIBCH",7.54825367794113e-11,0.344232029379865,0.387,0.302,3.6973610990659e-06,"ns"
"STON2",7.57063136725271e-11,0.29541875149238,0.479,0.388,3.7083223626214e-06,"ns"
"PHLDB1",7.73017395436259e-11,-0.852256234085639,0.108,0.168,3.78647110806543e-06,"ns"
"PALLD",7.78904788247834e-11,0.297623970151877,0.403,0.311,3.81530932427437e-06,"ns"
"CYFIP2",7.85378997377662e-11,0.313330673978952,0.323,0.241,3.847021942855e-06,"ns"
"FAM20C",8.2855086087023e-11,-1.42303261684566,0.043,0.087,4.05849068180065e-06,"down"
"LYPD6",8.70153313294038e-11,0.641304694476531,0.128,0.076,4.26227197450819e-06,"ns"
"CERT1",8.75813052581369e-11,-8.50618915325678,0,0.019,4.28999507545932e-06,"down"
"ARFGEF3",8.75813068570122e-11,-8.50876204987386,0,0.019,4.28999515377703e-06,"down"
"AL157396.1",8.75813068570122e-11,-8.66286586658449,0,0.019,4.28999515377703e-06,"down"
"PCNX4",8.75813084558885e-11,-8.64811688752377,0,0.019,4.28999523209478e-06,"down"
"SPON1",9.07215691831328e-11,0.244542029029127,0.515,0.415,4.44381462329739e-06,"ns"
"RP4-717I23.3",9.25689771882403e-11,0.345024208328167,0.331,0.25,4.53430620961157e-06,"ns"
"ASTN2",9.38105133578528e-11,0.237891461972769,0.507,0.416,4.59512037580771e-06,"ns"
"ATP2C1",1.00439547772156e-10,0.293655088046093,0.405,0.321,4.91983036852351e-06,"ns"
"EFNA1",1.02059010821656e-10,-1.41544330565068,0.015,0.046,4.99915652707719e-06,"down"
"CICP27",1.05872436968932e-10,2.49033470924957,0.028,0.007,5.18594958004918e-06,"up"
"CEP152",1.12154511797062e-10,1.05914487230811,0.078,0.039,5.49366445135548e-06,"up"
"FGFR2",1.1243061159871e-10,-0.480461630370239,0.405,0.464,5.50718864793959e-06,"ns"
"CHST11",1.16129185697768e-10,0.318230649025041,0.391,0.308,5.68835590303376e-06,"ns"
"CCND3",1.1724200682569e-10,0.47660009249362,0.181,0.119,5.74286522034277e-06,"ns"
"DAB2IP",1.1902780703071e-10,-0.863511235075582,0.079,0.134,5.83033907178526e-06,"ns"
"ERC1",1.1906561092488e-10,0.346912700319824,0.373,0.295,5.83219081993341e-06,"ns"
"AC234582.1",1.20623347015118e-10,-8.56453246862704,0,0.018,5.90849340684154e-06,"down"
"AC074032.1",1.20623349217169e-10,-8.41204901856482,0,0.018,5.90849351470458e-06,"down"
"AL049828.1",1.20623349217169e-10,-8.60734308571669,0,0.018,5.90849351470458e-06,"down"
"DYNC2H1",1.25179994601844e-10,0.313810990773935,0.336,0.255,6.13169167558214e-06,"ns"
"ZHX3",1.29030152669852e-10,0.250030409133544,0.576,0.481,6.32028396822736e-06,"ns"
"MTHFD2L",1.29299828321942e-10,0.643759714202796,0.153,0.098,6.33349349069369e-06,"ns"
"LACE1",1.36108084060016e-10,0.538499612110863,0.175,0.116,6.66698228151178e-06,"ns"
"CDH2",1.37460576782067e-10,0.259836349793199,0.429,0.336,6.733231432516e-06,"ns"
"RP11-94P11.4",1.57976961877232e-10,1.17187076868648,0.065,0.03,7.73818552363243e-06,"up"
"RP11-420A23.1",1.63808102929e-10,0.796105433043808,0.103,0.058,8.02381230577121e-06,"ns"
"TMEM205",1.64772734604348e-10,-5.69248219321639,0.001,0.02,8.07106285912478e-06,"down"
"MT1F",1.66130654222652e-10,-8.56515241962308,0,0.018,8.13757783578815e-06,"down"
"VPS35L",1.66130663321018e-10,-8.47324932843854,0,0.018,8.1375782814534e-06,"down"
"AC110023.1",1.66130666353807e-10,-8.54387947415223,0,0.018,8.13757843000853e-06,"down"
"SELENOO",1.66130666353807e-10,-8.46449393748946,0,0.018,8.13757843000853e-06,"down"
"ZNF655",1.66130669386596e-10,-8.33479099789729,0,0.018,8.13757857856365e-06,"down"
"LINC02062",1.66130669386596e-10,-8.58343316380454,0,0.018,8.13757857856365e-06,"down"
"SEM1",1.66130669386596e-10,-8.4573135612268,0,0.018,8.13757857856365e-06,"down"
"PRDX2",1.66130669386596e-10,-8.44770459623973,0,0.018,8.13757857856365e-06,"down"
"TRAK1",1.77605639719999e-10,0.278735426688639,0.429,0.344,8.69965705040473e-06,"ns"
"ALDH1A1",1.9968985826488e-10,0.313891541361773,0.53,0.442,9.7814083273886e-06,"ns"
"SCLT1",2.00578681444136e-10,0.408700273213641,0.268,0.196,9.82494555317811e-06,"ns"
"LRP4",2.11394739339182e-10,0.221525351058654,0.679,0.555,1.03547485170511e-05,"ns"
"INTS11",2.28806320890222e-10,-8.67141396664397,0,0.018,1.12076200161658e-05,"down"
"AL645568.1",2.28806320890222e-10,-8.45562201701777,0,0.018,1.12076200161658e-05,"down"
"AL022068.1",2.28806320890222e-10,-8.43277597631855,0,0.018,1.12076200161658e-05,"down"
"ACTN1",2.29521884749874e-10,-1.04710904273845,0.039,0.081,1.12426704807031e-05,"down"
"RAPGEF6",2.33141354219382e-10,-2.463360722829,0.01,0.037,1.1419962953728e-05,"down"
"PKNOX2",2.41731962552608e-10,-0.962065844488233,0.088,0.142,1.18407567217144e-05,"ns"
"YY1AP1",2.45492749075921e-10,-1.17500133252499,0.052,0.098,1.20249713279858e-05,"down"
"ZFY",2.61804255024136e-10,1.2516199257215,0.046,0.018,1.28239578238472e-05,"up"
"MLLT4",2.63045637369928e-10,0.350049216080522,0.255,0.184,1.28847644552912e-05,"ns"
"DOPEY1",2.70460881243909e-10,0.581311979601173,0.182,0.124,1.32479853459704e-05,"ns"
"ARHGAP32",2.85531419551277e-10,0.229888168133412,0.496,0.403,1.39861855238802e-05,"ns"
"RORB",3.0892068217269e-10,0.225093093333693,0.585,0.49,1.51318617748649e-05,"ns"
"HSPA4L",3.10817169976851e-10,0.672635155990848,0.108,0.062,1.52247574369761e-05,"ns"
"NKAIN3",3.11900168064108e-10,0.130310614152112,0.871,0.77,1.52778059322842e-05,"ns"
"RPL26",3.15128264828751e-10,-8.56381934424423,0,0.017,1.54359277961067e-05,"down"
"PPP4R3B",3.15128270581636e-10,-8.46964485749381,0,0.017,1.54359280779003e-05,"down"
"AC107398.3",3.15128270581636e-10,-8.41588462148822,0,0.017,1.54359280779003e-05,"down"
"PSD3",3.3620834779583e-10,-0.315711003074859,0.688,0.705,1.64684935000831e-05,"ns"
"NDUFA13",3.45632401319744e-10,-2.0186792333997,0.015,0.045,1.6930111913845e-05,"down"
"MOB1B",3.50304385494203e-10,0.671789373385346,0.12,0.072,1.71589597146625e-05,"ns"
