"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","threshold"
"MT1X",1.9511576506192e-36,-11.2961993342278,0,0.068,9.55735552002805e-32,"down"
"LINC-PINT",4.24303366385903e-36,0.661991617523499,0.52,0.362,2.07836517956807e-31,"ns"
"FTH1P8",1.41786937107323e-35,1.35516426008214,0.186,0.078,6.94514954032802e-31,"up"
"RP1-34H18.1",1.78985199423138e-35,0.650888879195717,0.458,0.299,8.76723202334357e-31,"ns"
"DANT2",2.83142986413821e-35,-10.6477232151761,0,0.066,1.38691929035082e-30,"down"
"NPL",2.90495768049123e-35,0.803414770768482,0.403,0.257,1.42293542063502e-30,"ns"
"RPS27",6.46730702582612e-35,-4.06123726962185,0.009,0.085,3.16788100046041e-30,"down"
"GABRB1",9.55032883968591e-35,0.398309129563725,0.821,0.69,4.67803757554335e-30,"ns"
"LRRC16A",1.52586266211048e-34,0.416959081440656,0.74,0.558,7.47413307781578e-30,"ns"
"RP5-965F6.2",1.95082711018596e-34,1.7735224319805,0.132,0.045,9.5557364338239e-30,"up"
"MIR99AHG",2.41643036756264e-34,0.291629933416842,0.929,0.851,1.18364008694321e-29,"ns"
"HIF3A",3.14725882974656e-34,0.642821502025517,0.544,0.401,1.54162179257476e-29,"ns"
"GAREM1",7.945078487247e-34,-10.6279960024859,0,0.063,3.8917377954082e-29,"down"
"CCL2",9.15931085579383e-34,-4.25902058519181,0.004,0.072,4.48650523649349e-29,"down"
"GPR75-ASB3.1",1.16484554315665e-33,0.659364281969926,0.439,0.285,5.70576292404421e-29,"ns"
"PLSCR1",4.49547607874362e-33,-2.32463049213217,0.033,0.124,2.20201904765099e-28,"down"
"ETNPPL",7.35680912769814e-33,0.787412101665586,0.434,0.294,3.60358581502038e-28,"ns"
"HILPDA",3.07508584356469e-32,-11.0486991312701,0,0.06,1.50626929875329e-27,"down"
"MEF2C-AS1",3.85789476697021e-32,0.655845876585317,0.447,0.297,1.88971259370502e-27,"ns"
"AL137139.2",5.96989907065862e-32,-10.7377220637327,0,0.059,2.92423566178071e-27,"down"
"HSP90AA1",1.49209419609836e-31,0.388950443367512,0.54,0.387,7.3087250007486e-27,"ns"
"CHI3L1",2.25771314557355e-31,-3.15960188359005,0.047,0.139,1.10589563009629e-26,"down"
"PARK2",2.70635148715939e-31,0.45785157105784,0.651,0.488,1.32565214895528e-26,"ns"
"AL109809.5",8.44610749378118e-31,-10.4096272924218,0,0.057,4.13715683367884e-26,"down"
"GPC5",2.39114328948029e-30,0.23328576172991,0.984,0.967,1.17125371748613e-25,"ns"
"RORA",3.55311801481633e-30,0.236260432416908,0.956,0.924,1.74042379719749e-25,"ns"
"KCNMB2-AS1",4.47887665521706e-30,0.70094506029492,0.373,0.237,2.19388815202497e-25,"ns"
"SYTL4",8.84070328436735e-30,1.08285250796519,0.183,0.084,4.33044168978166e-25,"up"
"BCYRN1",9.86912474386176e-30,0.506844951157354,0.468,0.324,4.83419337328581e-25,"ns"
"NCAM2",1.08371254112287e-29,0.339214156698756,0.811,0.691,5.30834914018216e-25,"ns"
"AC114971.1",1.18732543963375e-29,-10.7462450751609,0,0.055,5.81587620095799e-25,"down"
"SNHG25",1.18732543963375e-29,-10.417932352066,0,0.055,5.81587620095799e-25,"down"
"LHFPL6",1.18732548434045e-29,-10.4435575011285,0,0.055,5.81587641994484e-25,"down"
"SLC7A11",2.98930546054251e-29,0.586406069309733,0.552,0.411,1.46425149373754e-24,"ns"
"CELF2",4.97338194231919e-29,0.322088789209143,0.83,0.712,2.43611167680621e-24,"ns"
"GNA14-AS1",9.09261899509991e-29,-2.05901981092625,0.13,0.234,4.45383756236979e-24,"down"
"ZFYVE28",1.37739938867247e-28,-1.41209800580712,0.157,0.27,6.74691542553438e-24,"down"
"TUT4",2.30512387227189e-28,-10.1815112695888,0,0.053,1.12911882635494e-23,"down"
"MLLT3",3.10522886775659e-28,0.516561134643914,0.409,0.268,1.52103425629321e-23,"ns"
"CD44",3.98840977489518e-28,-2.12976779243985,0.025,0.101,1.95364276003691e-23,"down"
"GFAP",5.04688659542367e-28,-0.996551291390816,0.229,0.353,2.47211646103638e-23,"ns"
"CPEB3",8.58381877665073e-28,0.486155361234827,0.511,0.369,4.20461195136683e-23,"ns"
"FTL",1.11899707864561e-27,0.826980241472474,0.476,0.361,5.48118339032977e-23,"ns"
"FAM19A1",1.59801325133142e-27,0.538435414078312,0.422,0.284,7.82754830899672e-23,"ns"
"MTSS2",1.65782964273815e-27,-10.4198161295407,0,0.051,8.12054693902427e-23,"down"
"NHSL1",1.77422372766456e-27,0.39754182926867,0.698,0.549,8.69068008521932e-23,"ns"
"ERBB4",2.65936102559965e-27,0.2515783363813,0.925,0.868,1.30263481116948e-22,"ns"
"LUC7L2",3.19756951025734e-27,-10.1045238493754,0,0.05,1.56626547320935e-22,"down"
"AC002429.5",3.46314677751154e-27,0.524774729077264,0.449,0.306,1.69635318602848e-22,"ns"
"ARHGAP26",4.35870037338334e-27,0.477664705938399,0.558,0.416,2.13502220389436e-22,"ns"
"MROH7",4.44014866113275e-27,-10.1965014460563,0,0.05,2.17491801868265e-22,"down"
"GAPDH",4.92760648993193e-27,-0.800402302917058,0.421,0.524,2.41368948696336e-22,"ns"
"AC002460.2",8.559100910848e-27,-10.3802507076918,0,0.05,4.19250439916068e-22,"down"
"SLC14A1",1.2362399818749e-26,1.0756095480499,0.248,0.142,6.05547430321782e-22,"up"
"PBX1",1.61843658401853e-26,0.408136056485316,0.579,0.426,7.92758791949797e-22,"ns"
"PRDM16-DT",2.28909549244879e-26,-10.1403573768852,0,0.049,1.12126764506619e-21,"down"
"CPNE8",2.94722492456065e-26,-1.71546490328287,0.06,0.15,1.44363918479754e-21,"down"
"AC073475.1",3.17682613309349e-26,-10.3392922032495,0,0.048,1.55610474477318e-21,"down"
"GPHN",3.2685295850127e-26,0.373770510642871,0.746,0.632,1.60102384662677e-21,"ns"
"CRYAB",4.08420926823757e-26,0.64869394759651,0.239,0.131,2.00056822586081e-21,"ns"
"ATP5ME",4.4084104173379e-26,-10.150926431269,0,0.048,2.15937167472462e-21,"down"
"ALDOC",4.40841049971851e-26,-10.0502612211557,0,0.048,2.15937171507712e-21,"down"
"RP11-679C8.2",4.52490768343557e-26,0.750131088861556,0.341,0.222,2.21643553057724e-21,"ns"
"GMDS-DT",1.63315641950176e-25,-10.039969521062,0,0.047,7.99969008964546e-21,"down"
"AOPEP",1.63315644998544e-25,-10.0339637105521,0,0.047,7.99969023896366e-21,"down"
"USP9Y",2.00666782741547e-25,0.853259712021785,0.181,0.087,9.82926101902922e-21,"ns"
"AC053513.1",2.26523105212053e-25,-10.3833335703199,0,0.047,1.1095781262602e-20,"down"
"AL139260.1",3.14164335633656e-25,-10.4458762273538,0,0.047,1.53887116523434e-20,"down"
"AC087854.1",3.14164335633656e-25,-10.2257771638024,0,0.047,1.53887116523434e-20,"down"
"NLGN4Y",4.74892894495896e-25,0.58607539472837,0.276,0.158,2.32616786510925e-20,"ns"
"C14orf37",5.50916246616354e-25,0.786665925604096,0.278,0.168,2.69855305080089e-20,"ns"
"LINC02649",1.161265009118e-24,-10.0465573766085,0,0.045,5.6882243941627e-20,"down"
"PANTR1",1.16126513894792e-24,-10.0687799219658,0,0.045,5.68822503010862e-20,"down"
"MT-ND3",1.75477164873123e-24,0.56887292173458,0.457,0.323,8.59539796698021e-20,"ns"
"LINC00969",2.33433464501247e-24,0.702344347908272,0.285,0.174,1.14342713916646e-19,"ns"
"NEAT1",3.4901368238948e-24,0.257611835443748,0.876,0.799,1.70957372044839e-19,"ns"
"HS3ST5",4.61727018259593e-24,0.651760806478858,0.289,0.176,2.26167745354097e-19,"ns"
"LEPR",5.99625087102062e-24,1.00844670228649,0.147,0.067,2.93714356415203e-19,"up"
"NAT8L",7.02014755191486e-24,-0.795329477901997,0.309,0.421,3.43867887535446e-19,"ns"
"MSMO1",7.03931610527241e-24,-1.08764992963095,0.147,0.253,3.44806820784558e-19,"down"
"SLC39A11",8.20666864048408e-24,0.455272031713418,0.559,0.418,4.01987250016832e-19,"ns"
"BRINP3",9.8543796484706e-24,0.425040996510482,0.54,0.395,4.82697078321035e-19,"ns"
"PDE7B",1.04072031637922e-23,0.359402077428042,0.632,0.483,5.09776032572035e-19,"ns"
"LRIG1",1.05208566251493e-23,-0.708593226825521,0.383,0.483,5.15343120069688e-19,"ns"
"ADGRA3",1.14025569374985e-23,-9.93815465005754,0,0.044,5.5853144646949e-19,"down"
"ANGPTL4",1.15668381944866e-23,-1.6433410718338,0.188,0.289,5.66578435280537e-19,"down"
"GASK1A",2.1882482102517e-23,-9.93644946487571,0,0.043,1.07186962082759e-18,"down"
"AC087564.1",2.1882482915942e-23,-10.1723383835792,0,0.043,1.07186966067159e-18,"down"
"ARHGEF26-AS1",2.57703163139544e-23,0.550827656569319,0.418,0.291,1.26230740400643e-18,"ns"
"AC091826.2",3.03099529926522e-23,-10.0927594857379,0,0.043,1.48467242743908e-18,"down"
"ITPKC",3.91675473369948e-23,-2.20191252864816,0.031,0.1,1.91854397120801e-18,"down"
"CTSD",4.1862226772756e-23,-7.38557399759908,0,0.044,2.05053745400991e-18,"down"
"OGA",4.19792905917041e-23,-9.93610596143419,0,0.042,2.05627159105344e-18,"down"
"PRKG1",4.20497001349846e-23,0.338559568737741,0.817,0.731,2.05972046171195e-18,"ns"
"MIR4300HG",8.05042372943113e-23,-10.3584959902768,0,0.042,3.94333905538725e-18,"down"
"SCARA3",9.13821784769567e-23,-0.873777226453451,0.167,0.276,4.47617324833677e-18,"ns"
"TPST1",1.0083843982582e-22,-1.41092833989808,0.19,0.282,4.93936929798815e-18,"down"
"SHROOM3",1.0123451334998e-22,0.342849171926068,0.575,0.426,4.95877016742209e-18,"ns"
"CTDSPL",1.17866341159064e-22,0.496516987894113,0.395,0.269,5.77344698899441e-18,"ns"
"MALAT1",1.51017840652199e-22,0.158675601836935,1,1,7.39730688866667e-18,"ns"
"GFRA1",2.33509398518618e-22,-2.77900018849685,0.012,0.066,1.14379908676374e-17,"down"
"ERBB2IP",2.6805677790822e-22,0.530309698407951,0.448,0.326,1.31302251522783e-17,"ns"
"GABRG1",3.6113523673818e-22,0.627124585788028,0.276,0.169,1.76894873011463e-17,"ns"
"FLRT2",4.12348772445398e-22,0.578579464349659,0.458,0.337,2.01980799206929e-17,"ns"
"AC007389.1",4.13662359732604e-22,-6.986234644419,0,0.042,2.02624233667821e-17,"down"
"MATN2",4.54733688834962e-22,-2.67480565751602,0.02,0.079,2.22742202802029e-17,"down"
"CCDC18-AS1",5.66566260733045e-22,-9.80468800912014,0,0.04,2.77521151494868e-17,"down"
"PPARGC1A",6.98265921982713e-22,0.704934702570451,0.239,0.14,3.42031596564793e-17,"ns"
"VAMP2",7.84073353404524e-22,-9.86300043504535,0,0.04,3.84062650698138e-17,"down"
"RP5-857K21.6",9.19389604277122e-22,-4.43010660611694,0.004,0.048,4.50344609863063e-17,"down"
"LINC01748",1.08498876009213e-21,-9.87593710746524,0,0.04,5.31460044355929e-17,"down"
"GRAMD3",1.56023144712693e-21,0.363570499998511,0.555,0.418,7.64248169746183e-17,"ns"
"ARL17B",1.76946626821926e-21,0.74297467414378,0.233,0.137,8.6673766216184e-17,"ns"
"TENT2",2.07706647113271e-21,-9.69078842738172,0,0.039,1.01740946955493e-16,"down"
"YTHDF1",2.76027402901578e-21,-1.58407557679173,0.044,0.115,1.3520650276328e-16,"down"
"MEIKIN",2.87347401455032e-21,-9.89361039441383,0,0.039,1.40751377654719e-16,"down"
"FXYD1",3.84644562745365e-21,-5.00152288981677,0.003,0.045,1.88410446169562e-16,"down"
"PDE4D",4.30941719750377e-21,0.287986417741846,0.749,0.625,2.11088182585327e-16,"ns"
"PROS1",4.45213809853251e-21,-1.778276042228,0.027,0.089,2.18079080480418e-16,"down"
"ARHGEF4",4.53714065287538e-21,0.351762784188139,0.527,0.386,2.22242760599795e-16,"ns"
"FAM182B",5.25079111672155e-21,0.555646791348368,0.351,0.238,2.57199501270372e-16,"ns"
"AL392086.3",5.49807225287569e-21,-9.82112648221241,0,0.038,2.6931207316261e-16,"down"
"NUTM2A-AS1",5.64518876441462e-21,0.54271903538858,0.289,0.183,2.76518281247322e-16,"ns"
"AFDN",7.60426146144653e-21,-9.72707251953104,0,0.038,3.72479539166036e-16,"down"
"HHATL",1.05164027740304e-20,-9.84082514535024,0,0.038,5.15124957080332e-16,"down"
"ECPAS",1.45425687863624e-20,-9.69193551466818,0,0.038,7.1233864686239e-16,"down"
"ELL2",1.71168279472199e-20,-1.61195259413548,0.077,0.155,8.38433583338673e-16,"down"
"ARHGEF3",1.7804683219625e-20,-1.31523792434193,0.096,0.182,8.72126798146893e-16,"down"
"ZCCHC11",1.86599295249507e-20,0.467843304475983,0.406,0.289,9.14019327920662e-16,"ns"
"INO80D",3.13703184335434e-20,0.328493214828173,0.669,0.525,1.53661230783026e-15,"ns"
"KALP",3.6588489696865e-20,0.856399937048718,0.153,0.076,1.79221399082154e-15,"ns"
"DGKG",3.8716907837486e-20,0.33786890699421,0.573,0.447,1.89647029660358e-15,"ns"
"RPL41",6.08751541430356e-20,-3.53600173151548,0.01,0.057,2.98184767538831e-15,"down"
"PPAP2B",6.86398976321771e-20,0.380823080850194,0.545,0.417,3.36218810571693e-15,"ns"
"AP002336.2",7.34467485689915e-20,-9.58227712191591,0,0.036,3.59764208515491e-15,"down"
"PCNX1",7.34467553491143e-20,-9.62180399678049,0,0.036,3.59764241726566e-15,"down"
"BABAM2",1.01515541229556e-19,-9.53471451687659,0,0.036,4.97253575604734e-15,"down"
"RP11-665G4.1",1.13584707531179e-19,0.986122728000052,0.189,0.108,5.56371972899974e-15,"ns"
"LHFP",1.15106215506601e-19,0.521376411783587,0.423,0.311,5.63824775415983e-15,"ns"
"LMO3",1.19549634495884e-19,0.352255186689085,0.478,0.343,5.85589974651188e-15,"ns"
"MIR100HG",1.26523970968089e-19,-1.84783412151596,0.075,0.15,6.19752366992991e-15,"down"
"SELENOW",1.40299937960287e-19,-9.57506613176563,0,0.036,6.87231186110874e-15,"down"
"NCAM1",1.76740996356879e-19,0.29279355732196,0.757,0.639,8.657304224549e-15,"ns"
"HSD17B7",1.88561210419519e-19,-1.6594131565958,0.042,0.108,9.23629376997932e-15,"down"
"SOCS3",2.1445089148336e-19,-3.56111225406909,0.004,0.045,1.05044480175294e-14,"down"
"PCSK5",2.97735898241061e-19,0.445440588844781,0.482,0.365,1.45839975035419e-14,"ns"
"TOX",3.14527132717205e-19,0.362333391446551,0.493,0.364,1.54064825418869e-14,"ns"
"MRTFB",3.70189505950324e-19,-9.56104042283894,0,0.035,1.81329925699647e-14,"down"
"PDE4DIP",4.51111985974114e-19,0.503137698300764,0.3,0.197,2.209681840897e-14,"ns"
"FTLP3",5.5288659275069e-19,1.2420907183964,0.165,0.092,2.70820439727071e-14,"up"
"DCHS2",5.5356628269012e-19,-1.4185168750581,0.049,0.117,2.71153372250102e-14,"down"
"NR4A2",5.70328831334374e-19,0.888482446971646,0.114,0.051,2.79364171452516e-14,"ns"
"PPAP2A",8.26805296142585e-19,0.586973481367617,0.301,0.2,4.04994038209522e-14,"ns"
"AC072062.1",9.06066281247875e-19,-1.44216910684086,0.036,0.099,4.43818446543647e-14,"down"
"AC097518.2",9.76074315468953e-19,-9.76033405582027,0,0.034,4.78110481946157e-14,"down"
"ANKHD1",9.76074369424867e-19,-9.4701943654381,0,0.034,4.78110508375383e-14,"down"
"CH17-472G23.2",1.02407547214756e-18,0.912995196011771,0.201,0.119,5.0162288852204e-14,"ns"
"ATP6V0C",1.34824360744964e-18,-9.51334090289464,0,0.034,6.60410166237057e-14,"down"
"PLCB1",1.62178970466074e-18,0.348558104620941,0.725,0.621,7.9440125103397e-14,"ns"
"PER1",1.76996976574713e-18,0.779643080201303,0.185,0.106,8.66984290355917e-14,"ns"
"HMCN2",1.82643679593384e-18,0.960013473780901,0.138,0.069,8.94643535752272e-14,"ns"
"EIF4A1",1.86217522718332e-18,-9.54235015442719,0,0.033,9.12149291531205e-14,"down"
"F3",1.87089269296908e-18,-0.769943497395249,0.396,0.474,9.16419367797044e-14,"ns"
"MKLN1",1.93347746275624e-18,0.321489180348521,0.726,0.614,9.47075265581889e-14,"ns"
"RP11-561I11.4",1.96229350260857e-18,-1.17049801469627,0.089,0.168,9.61190226382758e-14,"down"
"BICC1",2.61865603454168e-18,0.4285519047505,0.378,0.264,1.28269628539955e-13,"ns"
"AC009120.4",2.84588449210384e-18,1.06047821744029,0.153,0.082,1.39399960076722e-13,"up"
"SEPTIN8",3.55161383448864e-18,-9.52994205204015,0,0.033,1.73968700454757e-13,"down"
"SERPINA3",4.30045910693792e-18,-5.61586793135967,0.002,0.037,2.1064938843514e-13,"down"
"FRMD5",4.30237635841387e-18,0.433142002269956,0.392,0.283,2.10743301164186e-13,"ns"
"TCF4",4.50551861058045e-18,0.277729159147801,0.708,0.592,2.20693818102062e-13,"ns"
"JDP2",5.28399996685571e-18,1.10587750224537,0.115,0.053,2.58826170376493e-13,"up"
"APOD",5.71834954699138e-18,-1.50853622802593,0.033,0.092,2.80101915860279e-13,"down"
"ZIC1",6.47690189819574e-18,-1.26138731228812,0.118,0.201,3.17258085679322e-13,"down"
"AC008957.2",6.77174150313295e-18,-9.42407716429823,0,0.032,3.31700214047961e-13,"down"
"FLJ39080",6.88931064550276e-18,1.05515278871259,0.129,0.064,3.37459103348662e-13,"up"
"AC078842.4",8.45820561382782e-18,-2.17732948971766,0.013,0.059,4.14308285582128e-13,"down"
"ABCD4",9.02932448164353e-18,-1.36554061154171,0.065,0.135,4.42283401084345e-13,"down"
"CH507-513H4.1",9.22961156246461e-18,1.14769190413432,0.071,0.024,4.52094063164204e-13,"up"
"AC009041.2",9.34952155171054e-18,-9.55113990115215,0,0.032,4.57967614167437e-13,"down"
"SEPTIN11",1.29076306758339e-17,-9.35652096629491,0,0.032,6.32254473394372e-13,"down"
"ESRRG",1.413536572471e-17,0.333106902172836,0.584,0.458,6.92392619293472e-13,"ns"
"RP11-761E20.1",1.64921611465019e-17,0.431626723872348,0.424,0.319,8.07835529439105e-13,"ns"
"SPATA13",1.78185362831805e-17,-9.36836740845548,0,0.032,8.72805362759028e-13,"down"
"SHFM1",1.87936739156452e-17,0.617795820099462,0.228,0.142,9.20570529410049e-13,"ns"
"FAM19A5",2.14808582291493e-17,0.492009700078959,0.269,0.176,1.05219687863842e-12,"ns"
"CPLANE1",2.45960957338141e-17,-9.24109951803898,0,0.031,1.20479055732942e-12,"down"
"AC098829.1",2.45960966381252e-17,-9.58365507070338,0,0.031,1.20479060162529e-12,"down"
"TUBB2B",3.0246172033262e-17,-0.821393521823616,0.228,0.324,1.48154824470527e-12,"ns"
"ARAP2",3.22986939373296e-17,0.34303877045197,0.538,0.423,1.58208692513221e-12,"ns"
"ATP5I",3.33703606499246e-17,0.493339072511121,0.277,0.181,1.63458037571526e-12,"ns"
"AC046134.2",3.39491735413755e-17,-9.38677169838035,0,0.031,1.66293236757719e-12,"down"
"GARS-DT",3.39491766611561e-17,-9.25270997512995,0,0.031,1.66293252039341e-12,"down"
"NSD3",3.39491785330244e-17,-9.33701754145993,0,0.031,1.66293261208314e-12,"down"
"TXNIP",3.4831608809861e-17,1.0526492310053,0.077,0.029,1.70615669433342e-12,"up"
"RP11-114N19.3",3.86198835576106e-17,1.18260617222846,0.094,0.041,1.89171775630244e-12,"up"
"MTND1P23",4.37696643821914e-17,-2.63107736750107,0.01,0.052,2.14396947043288e-12,"down"
"AF117829.1",4.68556073055228e-17,-9.53712036376576,0,0.031,2.29512821264642e-12,"down"
"NRDC",6.46641183040276e-17,-9.2049998824317,0,0.03,3.16744250688618e-12,"down"
"RP11-154D17.1",6.91609937093617e-17,0.474654847869637,0.406,0.3,3.38771295486566e-12,"ns"
"RANBP3L",7.20994765615976e-17,0.287620085584224,0.565,0.432,3.53164866041674e-12,"ns"
"PLPP1",8.92349414249284e-17,-9.37038196067003,0,0.03,4.37099513581727e-12,"down"
"AHCYL2",9.39812816919705e-17,0.264444632430663,0.748,0.635,4.60348512111779e-12,"ns"
"RABGEF1",1.00523137859859e-16,-3.21324020818264,0.007,0.045,4.92392486178947e-12,"down"
"IQCJ-SCHIP1",1.0185011221187e-16,0.598782389866476,0.262,0.173,4.98892404647405e-12,"ns"
"FAM13A",1.13536375451304e-16,0.701302773085469,0.222,0.14,5.56135227873122e-12,"ns"
"SLC1A3",1.15985774155688e-16,-0.237845685977475,0.948,0.946,5.68133117546807e-12,"ns"
"GLUL",1.17707872780794e-16,-0.339150268294846,0.718,0.748,5.76568473242165e-12,"ns"
"NFIB",1.17761716832535e-16,0.268808533028809,0.67,0.536,5.76832217560805e-12,"ns"
"AL160272.1",1.23133620088745e-16,-9.47715755148273,0,0.03,6.03145411280697e-12,"down"
"SEPTIN2",1.2313362687209e-16,-9.34533413610124,0,0.03,6.03145444507557e-12,"down"
"HACD3",1.23133629133205e-16,-9.45133472080721,0,0.03,6.0314545558318e-12,"down"
"TMEM14B",1.23133633655435e-16,-9.30256588074528,0,0.03,6.03145477734419e-12,"down"
"MACF1",1.26764858839742e-16,-0.291813919258983,0.922,0.908,6.2093230805471e-12,"ns"
"STX16",1.71179031653033e-16,-5.69244875901085,0.001,0.032,8.38486250746053e-12,"down"
"GPX4",1.7196649673303e-16,-1.10923188252869,0.06,0.127,8.42343490947401e-12,"down"
"PFKFB3",1.7222595766243e-16,-0.771490391487063,0.204,0.298,8.43614408417881e-12,"ns"
"CHL1",1.7355060734674e-16,0.381358735429192,0.513,0.406,8.50102939966535e-12,"ns"
"SLC15A2",1.77815932772749e-16,0.414723953914124,0.347,0.243,8.70995783500757e-12,"ns"
"NR3C2",1.82810054672506e-16,0.365921410687725,0.446,0.33,8.95458490802334e-12,"ns"
"METRN",2.34407592803329e-16,-9.41923076163651,0,0.029,1.14819871182854e-11,"down"
"ANOS1",2.34407592803329e-16,-9.28348122291647,0,0.029,1.14819871182854e-11,"down"
"FNIP1",2.34407605711217e-16,-9.45723520890639,0,0.029,1.14819877505525e-11,"down"
"NEDD4L",2.4246954695687e-16,0.493005687506049,0.265,0.173,1.18768858185884e-11,"ns"
"INTU",2.44274567162012e-16,0.410620347352475,0.449,0.343,1.19653011232968e-11,"ns"
"CST3",2.74248910280065e-16,-0.638089713824395,0.623,0.665,1.34335343722484e-11,"ns"
"PCDH7",2.97589752690129e-16,0.327369584489866,0.574,0.463,1.45768388560206e-11,"ns"
"WIF1",3.23523672176426e-16,-0.575441149203961,0.277,0.373,1.58471600342179e-11,"ns"
"CNTN1",3.46740660980201e-16,0.451311019992213,0.582,0.483,1.69843977967932e-11,"ns"
"RP11-296O14.3",3.53601117762754e-16,0.765050174546208,0.191,0.115,1.7320443551373e-11,"ns"
"COP1",4.46119280414496e-16,-9.26277931028813,0,0.029,2.18522607125432e-11,"down"
"ZMYND8",4.63427221666534e-16,0.469010764014959,0.298,0.201,2.27000555988918e-11,"ns"
"AL391807.1",6.1538666856851e-16,-9.28783994929537,0,0.029,3.01434851864913e-11,"down"
"GBP1",6.17356298741295e-16,-3.01452002225597,0.005,0.041,3.02399635812449e-11,"down"
"EMP1",6.35269365679863e-16,-2.76954398302323,0.012,0.053,3.11173993390967e-11,"down"
"TMEM178B",6.49198852984872e-16,0.362326134558444,0.411,0.304,3.1799707415758e-11,"ns"
"CHPT1",6.89680362525714e-16,0.365136770489187,0.52,0.421,3.37826131975971e-11,"ns"
"AC011346.1",8.4882329639692e-16,-9.34636381326956,0,0.028,4.15779115274103e-11,"down"
"LGALS3",8.89460551289815e-16,-1.57051990396969,0.04,0.096,4.3568446183829e-11,"down"
"DPY19L1P1",9.28611640970429e-16,0.732766096061278,0.211,0.133,4.54861840096545e-11,"ns"
"LINC00472",1.00040070419925e-15,-3.16455855294575,0.011,0.051,4.9002627693792e-11,"down"
"AIFM3",1.05373921601274e-15,-3.37362746172332,0.006,0.041,5.16153080179522e-11,"down"
"NIPSNAP2",1.1707360153177e-15,-9.24575445261222,0,0.028,5.73461622383067e-11,"down"
"SHC1",1.51793417221575e-15,-5.57291396103718,0.001,0.031,7.43529695576439e-11,"down"
"PEBP1",1.53250158681452e-15,-0.767812701785728,0.203,0.293,7.50665252269358e-11,"ns"
"MGEA5",1.59426376902168e-15,0.52650869844594,0.321,0.232,7.80918221979888e-11,"ns"
"ATP5F1E",1.61463182274941e-15,-9.21372980448505,0,0.028,7.90895105737345e-11,"down"
"KCNMA1",1.68242913426659e-15,0.263047825956937,0.651,0.542,8.24104262837806e-11,"ns"
"RP11-611E13.2",1.76466109900409e-15,0.71871829443938,0.207,0.13,8.64383946125171e-11,"ns"
"LSAMP-AS1",1.79170934453954e-15,0.699798215215151,0.315,0.232,8.77632988235803e-11,"ns"
"AC079610.1",1.84635028776518e-15,0.639787477788947,0.21,0.132,9.04397761456016e-11,"ns"
"CADM1",1.90300022496325e-15,0.202695054662724,0.907,0.857,9.32146600193749e-11,"ns"
"MT3",2.22002323265901e-15,0.706365197339686,0.595,0.542,1.08743398005336e-10,"ns"
"LINC01578",2.22669775360734e-15,-9.16865545798064,0,0.027,1.09070336064948e-10,"down"
"GALNT16",2.45866724716421e-15,-1.33913302189014,0.052,0.113,1.20432897767844e-10,"down"
"FGFR3",2.48058259275869e-15,-0.596662393256864,0.487,0.547,1.21506377141099e-10,"ns"
"OSMR-AS1",2.67524281255141e-15,-1.22182136660129,0.067,0.132,1.31041418687206e-10,"down"
"SLC39A14",3.16079962966197e-15,-1.41908977381003,0.068,0.132,1.54825448259732e-10,"down"
"EAF2",3.48121882957249e-15,0.649822691774969,0.145,0.079,1.70520541928949e-10,"ns"
"TMEM232",4.19892175291841e-15,0.44328800130823,0.324,0.229,2.05675784223202e-10,"ns"
"AC053527.2",4.2340700707217e-15,-9.23002218107779,0,0.027,2.07397454274161e-10,"down"
"DGLUCY",4.2340705361999e-15,-9.15798738551911,0,0.027,2.0739747707468e-10,"down"
"MTATP6P1",4.25241186233304e-15,0.695486498464713,0.167,0.098,2.08295890252659e-10,"ns"
"C7orf60",4.68783722711387e-15,1.00440178741501,0.133,0.072,2.29624330895719e-10,"up"
"CSGALNACT1",4.92159932390984e-15,0.269482462549087,0.636,0.527,2.41074699683076e-10,"ns"
"FTH1P10",5.38490690076093e-15,1.84725146636909,0.049,0.015,2.63768894719973e-10,"up"
"PPP3R1",5.83805225252296e-15,-9.1298280001096,0,0.027,2.85965313485332e-10,"down"
"SOX2",5.83805225252296e-15,-9.18646696477335,0,0.027,2.85965313485332e-10,"down"
"LINC01138",6.16931771461346e-15,0.443178000054445,0.327,0.235,3.02191689614911e-10,"ns"
"PCNXL4",6.93604856709761e-15,0.677865035794175,0.178,0.106,3.39748466962142e-10,"ns"
"NR4A1",7.10281491810838e-15,0.605637431290555,0.093,0.042,3.47917183133703e-10,"ns"
"PMP2",7.19084625791045e-15,-0.930927455157298,0.114,0.189,3.52229222251228e-10,"ns"
"CRISPLD1",7.39967667896136e-15,-1.5427726296322,0.029,0.079,3.62458362765564e-10,"down"
"ITGB8",7.98351014175422e-15,0.566106038126656,0.207,0.13,3.91056277273547e-10,"ns"
"AC099792.1",8.04920052929169e-15,-9.18292882871785,0,0.026,3.94273989526295e-10,"down"
"NORAD",8.04920082415091e-15,-9.23006622753187,0,0.026,3.94274003969384e-10,"down"
"GJA1",8.22810404042269e-15,0.303423429194453,0.588,0.489,4.03037220212025e-10,"ns"
"ID2",8.29465395546331e-15,-0.820657943512294,0.2,0.284,4.06297034700459e-10,"ns"
"ALCAM",8.90510347185138e-15,0.304629942740052,0.532,0.424,4.36198683361696e-10,"ns"
